Date,Open,High,Low,Close,Volume,Symbol
,MBB.VN,MBB.VN,MBB.VN,MBB.VN,MBB.VN,
2025-08-27,28200.0,28250.0,27400.0,27400.0,40405850,MBB
2025-08-28,27400.0,27550.0,26700.0,27200.0,32502880,MBB
2025-08-29,27450.0,28200.0,27200.0,27750.0,55739760,MBB
2025-09-03,27800.0,28800.0,27500.0,28450.0,46703730,MBB
2025-09-04,28450.0,28600.0,28100.0,28250.0,28924350,MBB
2025-09-05,28500.0,28650.0,27400.0,27400.0,65951330,MBB
2025-09-08,27200.0,27250.0,26700.0,26700.0,67938200,MBB
2025-09-09,26700.0,27000.0,26300.0,26650.0,32919090,MBB
2025-09-10,27000.0,27550.0,26800.0,26950.0,28923660,MBB
2025-09-11,26800.0,26950.0,26050.0,26700.0,31209020,MBB
2025-09-12,26900.0,27000.0,26600.0,26600.0,19258560,MBB
2025-09-15,26750.0,26850.0,26550.0,26850.0,21521880,MBB
2025-09-16,27100.0,27850.0,27050.0,27500.0,51409480,MBB
2025-09-17,27400.0,27550.0,27000.0,27000.0,16349600,MBB
2025-09-18,26950.0,27100.0,26600.0,26800.0,17746810,MBB
2025-09-19,26950.0,26950.0,26500.0,26650.0,14507850,MBB
2025-09-22,26550.0,26600.0,26100.0,26150.0,26449620,MBB
2025-09-23,26450.0,26550.0,26150.0,26350.0,10123740,MBB
2025-09-24,26350.0,26800.0,25900.0,26800.0,22770090,MBB
2025-09-25,27000.0,27000.0,26400.0,26550.0,17414330,MBB
2025-09-26,26500.0,26700.0,26250.0,26250.0,13168930,MBB
2025-09-29,26250.0,26350.0,26100.0,26150.0,16407990,MBB
2025-09-30,26200.0,26600.0,26050.0,26200.0,20531240,MBB
2025-10-01,26250.0,26600.0,26150.0,26400.0,11660800,MBB
2025-10-02,26500.0,27350.0,26450.0,26800.0,47639700,MBB
2025-10-03,26700.0,26800.0,26400.0,26550.0,14628500,MBB
2025-10-06,26950.0,27500.0,26650.0,27350.0,39011720,MBB
2025-10-07,27500.0,27550.0,26850.0,26850.0,23524810,MBB
2025-10-08,27200.0,27300.0,26850.0,26850.0,32615950,MBB
2025-10-09,27000.0,27400.0,26850.0,27350.0,39953850,MBB
2025-10-10,27400.0,27750.0,27200.0,27450.0,57311050,MBB
2025-10-13,27150.0,27400.0,27000.0,27350.0,46685390,MBB
2025-10-14,27500.0,27700.0,27050.0,27050.0,57000280,MBB
2025-10-15,27150.0,27650.0,27100.0,27250.0,31803660,MBB
2025-10-16,27300.0,27550.0,27150.0,27200.0,32692530,MBB
2025-10-17,27250.0,27800.0,27100.0,27100.0,43608600,MBB
2025-10-20,26950.0,27100.0,25250.0,25250.0,74615950,MBB
2025-10-21,25350.0,26000.0,24800.0,25300.0,54250420,MBB
2025-10-22,25600.0,25650.0,24800.0,25450.0,29656130,MBB
2025-10-23,25500.0,25700.0,25200.0,25200.0,20633580,MBB
2025-10-24,25150.0,25150.0,24350.0,24400.0,46429010,MBB
2025-10-27,24550.0,24650.0,23800.0,23800.0,53104700,MBB
2025-10-28,23800.0,24000.0,23150.0,24000.0,49595890,MBB
2025-10-29,24200.0,24600.0,24050.0,24350.0,28514760,MBB
2025-10-30,24400.0,24400.0,23850.0,23950.0,27235650,MBB
2025-10-31,23800.0,24100.0,23600.0,23600.0,20228190,MBB
2025-11-03,23700.0,24000.0,23100.0,23100.0,31441710,MBB
2025-11-04,23500.0,24350.0,23200.0,24000.0,38789040,MBB
2025-11-05,24000.0,24100.0,23800.0,23900.0,15068990,MBB
2025-11-06,24000.0,24100.0,23600.0,23700.0,10946220,MBB
2025-11-07,23750.0,23750.0,23150.0,23300.0,21383030,MBB
2025-11-10,23300.0,23600.0,23050.0,23100.0,17070010,MBB
2025-11-11,23150.0,23350.0,23000.0,23200.0,15240350,MBB
2025-11-12,23350.0,23800.0,23200.0,23700.0,17656290,MBB
2025-11-13,23750.0,23800.0,23500.0,23500.0,19659540,MBB
2025-11-14,23450.0,23650.0,23300.0,23500.0,16604120,MBB
2025-11-17,23600.0,23950.0,23600.0,23800.0,17020930,MBB
2025-11-18,23800.0,23950.0,23700.0,23700.0,19538840,MBB
2025-11-19,23750.0,23800.0,23400.0,23500.0,17691480,MBB
2025-11-20,23700.0,23700.0,23300.0,23350.0,15110000,MBB
2025-11-21,23250.0,23250.0,23000.0,23200.0,26886040,MBB
2025-11-24,23250.0,23400.0,23050.0,23150.0,10563420,MBB
2025-11-25,23200.0,23300.0,22800.0,22850.0,18990390,MBB
2025-11-26,22900.0,23450.0,22850.0,23250.0,21658810,MBB
2025-11-27,23350.0,23650.0,23300.0,23500.0,23013700,MBB
2025-11-28,23500.0,23500.0,23250.0,23250.0,11779500,MBB
2025-12-01,23300.0,23400.0,23200.0,23200.0,7815428,MBB
2025-12-02,23200.0,23600.0,23000.0,23550.0,19197350,MBB
2025-12-03,23550.0,24600.0,23550.0,24550.0,57511680,MBB
2025-12-04,24800.0,26000.0,24800.0,25700.0,81914940,MBB
2025-12-05,25800.0,25800.0,25100.0,25150.0,30356340,MBB
2025-12-08,25000.0,25550.0,24850.0,25300.0,22653980,MBB
2025-12-09,25050.0,25200.0,24350.0,24700.0,34557300,MBB
2025-12-10,24700.0,25450.0,24600.0,25150.0,26956490,MBB
2025-12-11,25250.0,25300.0,24700.0,24850.0,17215330,MBB
2025-12-12,24900.0,24950.0,24000.0,24000.0,21888160,MBB
2025-12-15,24000.0,24200.0,23650.0,23750.0,16129890,MBB
2025-12-16,23850.0,24750.0,23500.0,24450.0,21456580,MBB
2025-12-17,24550.0,24700.0,24350.0,24400.0,11174950,MBB
2025-12-18,24300.0,24700.0,24250.0,24650.0,12983510,MBB
2025-12-19,24650.0,24700.0,24500.0,24700.0,12044310,MBB
2025-12-22,24850.0,25400.0,24650.0,25250.0,26614520,MBB
