"Date","Price","Open","High","Low","Vol.","Change %"
"01/17/2025","1,249.11","1,242.36","1,249.11","1,239.63","432.98M","0.54%"
"01/16/2025","1,242.36","1,236.18","1,245.40","1,235.56","499.94M","0.50%"
"01/15/2025","1,236.18","1,229.07","1,237.46","1,229.07","466.70M","0.58%"
"01/14/2025","1,229.07","1,235.65","1,235.65","1,226.70","374.58M","-0.53%"
"01/13/2025","1,235.65","1,230.48","1,235.65","1,220.87","519.70M","0.42%"
"01/10/2025","1,230.48","1,245.77","1,247.80","1,230.48","499.27M","-1.23%"
"01/09/2025","1,245.77","1,251.02","1,253.26","1,242.90","336.33K","-0.42%"
"01/08/2025","1,251.02","1,246.95","1,251.02","1,239.67","445.75K","0.33%"
"01/07/2025","1,246.95","1,249.19","1,254.09","1,243.06","560.06K","0.05%"
"01/06/2025","1,246.35","1,254.59","1,260.37","1,244.87","565.15K","-0.66%"
"01/03/2025","1,254.59","1,268.74","1,269.01","1,254.59","560.47K","-1.19%"
"01/02/2025","1,269.71","1,266.78","1,271.13","1,263.25","428.14K","0.23%"
